"subject" "activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.." "angle.tBodyAccMean.gravity." "angle.tBodyAccJerkMean..gravityMean." "angle.tBodyGyroMean.gravityMean." "angle.tBodyGyroJerkMean.gravityMean." "angle.X.gravityMean." "angle.Y.gravityMean." "angle.Z.gravityMean."
11 "MOVING" 0.278380326433121 -0.0165968333375796 -0.110125083770701 -0.987162629936306 -0.952647647515924 -0.974830217961783 0.531735596878981 0.362701272256051 0.142610551687898 -0.986915898917197 -0.974024791783439 -0.981531253821656 0.0763041881210191 0.00808017236 0.00359826705082803 -0.98577274433121 -0.972739338789809 -0.984961958726115 -0.0292396502788535 -0.0635007188146497 0.10517240410828 -0.983132738726115 -0.985900140254777 -0.963725003057325 -0.0989491196496815 -0.0400872826121019 -0.0569840610044586 -0.98617417343949 -0.99148712388535 -0.985912855095541 -0.975592280700637 -0.965554289299363 -0.975592280700637 -0.965554289299363 -0.98375851089172 -0.979528882866242 -0.96052673522293 -0.963179151974522 -0.99109671611465 -0.987503077898089 -0.986013842675159 -0.958138454904459 -0.977552096178344 -0.987738808152866 -0.952496229808917 -0.974668811656051 -0.0135000341872611 0.140826606033121 0.251785243053503 -0.985762017834395 -0.973330491656051 -0.982754591146497 -0.98714457388535 -0.974081622611465 -0.985774333057325 0.209872652024968 -0.0350579635356688 0.0725635694301911 -0.979831407452229 -0.986047360700637 -0.964864165605096 -0.984284547643312 -0.985984463630573 -0.96675504343949 0.00237030421235669 0.0391917139312102 0.0130931410726115 -0.969402300509554 -0.968385353375796 0.258825940840764 -0.97989335477707 -0.978028880636943 0.271993709932484 -0.97264213477707 -0.963590218343949 -0.013052132859172 -0.988506166878981 -0.986864228407643 0.213594116843949 -0.00367371834363057 -0.00722327321656051 -0.00377403637133758 0.014454900236242 -0.338700013375796 -0.257984123184713 -0.0793859493751592
12 "MOVING" 0.270662385930233 -0.0167871701037791 -0.106676879081395 -0.972593094302326 -0.933799530813954 -0.935956742773256 0.482084540476744 0.227253135669767 0.108183282403721 -0.968238669534884 -0.969819592965116 -0.95149335744186 0.0790787334709302 0.00940770236023256 -0.00492664492448837 -0.972538564767442 -0.959710361569767 -0.974892563139535 -0.0283295249081395 -0.0762722965709302 0.0985833362965116 -0.939326208313954 -0.951438423255814 -0.9506446275 -0.0970788028866279 -0.040338744347093 -0.0560968411517442 -0.966023677848837 -0.971765618313953 -0.973409158139535 -0.946990373604651 -0.939332226627907 -0.946990373604651 -0.939332226627907 -0.970920469244186 -0.965629684476744 -0.91896446877907 -0.909403156802326 -0.973202114767442 -0.966798383255814 -0.970363490697674 -0.942188624767442 -0.95201928127907 -0.973830880872093 -0.933489005348837 -0.93255904127907 -0.0499372870951744 0.0499797485627907 0.0814204605284884 -0.972368834011628 -0.960001420116279 -0.971049916744186 -0.975329454941861 -0.962397391395349 -0.977447941511628 0.152035349088605 -0.0974889077505814 -0.00445948190953488 -0.936639923372093 -0.954343338081395 -0.951108959302326 -0.941256439186047 -0.950476843604651 -0.955193071686047 -0.100341183198837 -0.115565924719942 -0.0556231499796512 -0.94792726322093 -0.943809648895349 0.0466170373629651 -0.964632461627907 -0.965887123023256 0.193088333787791 -0.934056332848837 -0.910732343430233 -0.125174494104244 -0.967943784186047 -0.967408526511628 0.0615109270383139 0.00928874425063372 0.00516683722790698 0.039340537620814 -0.0055001046094186 -0.343636735930233 -0.136653341826163 -0.0694868238713372
13 "MOVING" 0.276373460714286 -0.014954057589881 -0.104909110095833 -0.982424131607143 -0.946936138452381 -0.952782458869048 0.531916929934524 0.190516768345238 0.225311181577381 -0.976387432083333 -0.968344729107143 -0.957205379821429 0.0760324003666667 0.00902768584632738 -0.0106650710915536 -0.988332326071429 -0.98052198452381 -0.985703386964286 -0.0239765197377857 -0.0875428125416667 0.0964969888058929 -0.9705189025 -0.970711790952381 -0.969282988869048 -0.0988495124761905 -0.0413939536404762 -0.0558342790184524 -0.983314202321429 -0.983344644047619 -0.988249971547619 -0.963441078035714 -0.952006231488095 -0.963441078035714 -0.952006231488095 -0.987095253690476 -0.983227911011905 -0.950885885297619 -0.950402286369048 -0.986920384107143 -0.980235853333333 -0.984204568571429 -0.961867315952381 -0.96717043102381 -0.981941983511905 -0.94334269239881 -0.94862401422619 -0.0886528850630952 0.0105044998779762 0.10299167015119 -0.988398301309524 -0.980517605416667 -0.983465191666667 -0.989379908452381 -0.982038336428571 -0.986536983392857 0.22050015607119 0.00741516704702381 0.0846897008538691 -0.969298883928571 -0.974137829821429 -0.970697514821429 -0.971335539285714 -0.969184727321429 -0.97164261625 -0.0934705082333333 -0.10462143377381 0.0359107846872679 -0.963129820910714 -0.953381517916667 0.105747848683929 -0.983384343690476 -0.981919312559524 0.317539877175 -0.962159391071429 -0.95166837047619 -0.0187607136583333 -0.981786106130952 -0.979416106369048 0.135531543230417 -0.00430702305940476 -0.000697987749404761 0.0542715734663095 -0.0181142055291667 -0.348399375535714 -0.088146212077381 -0.165921406090774
14 "MOVING" 0.265753184363636 -0.011885090209697 -0.0974499545426667 -0.95702455729697 -0.918258306793939 -0.915656653490909 0.580652133072727 0.0556680365678788 0.104642267890909 -0.939445135454545 -0.955465483551515 -0.927796421878788 0.0814479265212727 -0.00189011710889697 -0.0160839678954 -0.977019141515152 -0.967387789575758 -0.973037765939394 -0.0208838443862424 -0.0910669689369697 0.105225513775758 -0.966355130060606 -0.947181384181818 -0.950420181939394 -0.0993794227030303 -0.0421088053350848 -0.0530324259247879 -0.976704876242424 -0.975181675090909 -0.978901730121212 -0.93211509430303 -0.908285809151515 -0.93211509430303 -0.908285809151515 -0.974008955515152 -0.970156183818182 -0.931264129030303 -0.930988165212121 -0.979504428969697 -0.972549178727273 -0.961947731757576 -0.935407421090909 -0.938485621272727 -0.955438204260606 -0.914882138969697 -0.910414382824242 -0.273800893217576 -0.126220068294545 -0.00110672608545455 -0.977382082666667 -0.968453564848485 -0.969272517575758 -0.978761101636364 -0.968591195151515 -0.975503123454545 -0.0392130360648485 -0.224584116963636 -0.101496800573939 -0.961925948121212 -0.953104350848485 -0.952385359757576 -0.96797680969697 -0.944426771939394 -0.954440196424242 -0.219674197125455 -0.298660745955152 -0.0924411954812121 -0.931196380490909 -0.911541655757576 -0.0493252835278788 -0.970433178666667 -0.968875382909091 0.19715968488303 -0.946190189757576 -0.933373751757576 -0.184733146338182 -0.974274361393939 -0.972179648909091 0.0663996126568485 0.0172152674390909 0.0147992314535758 -0.0220644551660606 -0.0145208883327273 -0.374109430169697 0.0365212883272727 -0.0890179748484849
15 "MOVING" 0.281120021728261 -0.0155509989091848 -0.113334050934783 -0.981818950163043 -0.94093157 -0.942281083097826 0.496309908836957 0.372042252798913 0.00506308575793478 -0.976033881086957 -0.96655539125 -0.953769183206522 0.0768667192282609 0.00374866305367935 -0.00439516988170652 -0.984870348804348 -0.972309937119565 -0.983150359728261 -0.0262370648970109 -0.0690117109766304 0.0968669847581522 -0.964418632173913 -0.968624381902174 -0.962204910597826 -0.0997921119347826 -0.0416044785233152 -0.0562958645309783 -0.979311068206522 -0.985831207554348 -0.98296166826087 -0.958098106684783 -0.943125734402174 -0.958098106684783 -0.943125734402174 -0.982346198913043 -0.978999064347826 -0.949364611032609 -0.93877350673913 -0.986443704891304 -0.981044705326087 -0.981718188097826 -0.949409490032609 -0.959311074402174 -0.982025480163043 -0.940142890163043 -0.93781586298913 -0.040218080486413 0.11521209719538 0.101619345710652 -0.984661712282609 -0.972332952934783 -0.980287815054348 -0.98652937625 -0.974353696847826 -0.984675467717391 0.199061281444875 -0.0444912317793478 0.0318889571038043 -0.963820306141304 -0.972203158423913 -0.963830891793478 -0.965189048804348 -0.967031519076087 -0.965253183804348 -0.0811716780432609 -0.144211536572826 -0.0172219747097826 -0.95524631401087 -0.9454782125 0.109816152452174 -0.978765763423913 -0.978180549184783 0.269470289520652 -0.95831182375 -0.937896017445652 -0.151858816686957 -0.982511146467391 -0.980264664836957 0.117822232325109 0.00136907098986956 0.00302319668418478 0.0150945027005435 0.0357079591328804 -0.332196589402174 -0.246152738134783 0.0187659507850543
16 "MOVING" 0.279639310829493 -0.0145841373665438 -0.100219932073733 -0.983397963824885 -0.951974601843318 -0.952959831336405 0.57142185056682 -0.0547679449447005 0.256801370811982 -0.976738769815668 -0.971902251336406 -0.95787583724424 0.075110312046083 0.0117590736763548 -0.00586685145559908 -0.990132054239631 -0.983085205207373 -0.986476797142857 -0.0290716388672811 -0.079620105640553 0.0876466641345622 -0.976993276682028 -0.970166602304147 -0.97612170875576 -0.0993905676820277 -0.0408136258087558 -0.0568806918423963 -0.987482532764977 -0.990820923824885 -0.991890248894009 -0.964765579585253 -0.952323598156682 -0.964765579585253 -0.952323598156682 -0.988378342304147 -0.986125480414747 -0.95753177078341 -0.954145983410138 -0.992072044239631 -0.989161435714286 -0.985697261059908 -0.964983846774194 -0.968155161612903 -0.982691523225806 -0.94871737202765 -0.948635230552995 -0.119992505260369 0.01286515721447 0.102863827200922 -0.990221891336405 -0.982962147281106 -0.984352987327189 -0.990932606820277 -0.984554923502304 -0.987192417465438 0.181987497536406 -0.0186243929636866 0.0226409310640553 -0.975780687004608 -0.975833085898618 -0.976889071152074 -0.977668019907834 -0.96744043875576 -0.978114934009217 -0.0386601857218894 -0.189870404470968 0.101035397132304 -0.966041586129032 -0.952838528009217 0.0706258723331797 -0.986023328571429 -0.985159637788018 0.339617505522581 -0.966970860092166 -0.954233396912442 -0.0701508659198157 -0.989798043271889 -0.988822601935484 0.179192705575161 0.0252348054218433 0.0230651768967742 0.0173888499337788 0.00946673049124424 -0.409299198986175 0.121474803986175 -0.207257792193456
17 "MOVING" 0.275045777446009 -0.0162451562896714 -0.110615467882958 -0.986081671220657 -0.958483691173709 -0.963378418873239 0.548821770704225 0.124460686605634 0.125857226176056 -0.978857646995305 -0.96829783230047 -0.961395130516432 0.0756564646460094 0.00645081129460094 -0.00199289291046948 -0.989234043380282 -0.984021337793427 -0.988209032535211 -0.0304817709066854 -0.0798151357399061 0.0952347499276995 -0.982029862488263 -0.980878283004695 -0.98067315286385 -0.0994269530328638 -0.0392320623428169 -0.055521817713615 -0.988238026807512 -0.990563664835681 -0.991413595727699 -0.967962239014085 -0.963239060751174 -0.967962239014085 -0.963239060751174 -0.988686470093897 -0.987276564460094 -0.969060207746479 -0.970880150422535 -0.991762582253521 -0.98955081741784 -0.986318765023474 -0.966388314507042 -0.973670225821596 -0.986028397089202 -0.95655418342723 -0.960146359953052 -0.0417421562915493 0.0756605462342723 0.122473232303756 -0.989301991877934 -0.983872042723005 -0.986281426103286 -0.990140198075117 -0.985430315446009 -0.98872836915493 0.226683803538967 0.0630100583567136 0.0697827635830047 -0.980098642816901 -0.983217727276995 -0.98138820230047 -0.982740900751174 -0.979767353004695 -0.982206500892019 0.0016594371558216 -0.0991418032375587 0.103114845282958 -0.972121529812207 -0.963647778497653 0.0649716400126761 -0.987050901267606 -0.986455128075117 0.395704300212207 -0.978921918075117 -0.970749924084507 -0.0633254911755399 -0.990149820516432 -0.989214193755868 0.303935548547418 0.00536856192483568 0.00829933102107981 0.0286602076225352 -0.00904684123051643 -0.355545186478873 -0.0210198541455399 -0.0894481325610329
18 "MOVING" 0.276855571282051 -0.0157872611641026 -0.109210756512821 -0.990202949897436 -0.970921406051282 -0.975057709179487 0.54714539574359 0.201438815153846 0.230964659446154 -0.990352562307692 -0.986377564410256 -0.98168638425641 0.0756063869948718 0.00985037568541026 -0.000269641873316923 -0.988904372051282 -0.981253687282051 -0.989686549487179 -0.0280807772138462 -0.0753787465707692 0.0876167974974359 -0.981142696153846 -0.983531169948718 -0.979460962820513 -0.0981015146051282 -0.0399434001615385 -0.0549900703964103 -0.990248051641026 -0.991848552820513 -0.990271545128205 -0.980458612871795 -0.979733186615385 -0.980458612871795 -0.979733186615385 -0.987891960461538 -0.988689266102564 -0.973194079435897 -0.973025072769231 -0.991964326923077 -0.991586729128205 -0.989466065384615 -0.973601516 -0.982162366615385 -0.990585625846154 -0.97064081451282 -0.972628483025641 -0.0116664496690923 0.121859306852308 0.151606273327692 -0.989193833179487 -0.98123924 -0.987924616769231 -0.989584238871795 -0.982678796717949 -0.990018567897436 0.196854802462564 -0.0385376026870256 0.0699364125461538 -0.981228294615385 -0.985747409128205 -0.980415421179487 -0.981379307076923 -0.98237315548718 -0.981040471384615 -0.0419984090423077 -0.161508676029231 0.0569217531358974 -0.982461633692308 -0.980678853538462 0.218957540698462 -0.987758496717949 -0.988815203641026 0.400556581082564 -0.980490456820513 -0.973036703435897 -0.0120505920333333 -0.991650056410256 -0.99176854825641 0.239949856646154 0.0105911291648718 0.0130026138664615 -0.0230407357 -0.0070556869548718 -0.369579315435897 -0.0894453175016923 -0.160764026497436
19 "MOVING" 0.274787982270742 -0.0164663343781659 -0.108913446004367 -0.976568721703057 -0.956847816855895 -0.964010838995633 0.239789888340611 0.306503090611354 0.446794814729258 -0.972937144366812 -0.976604236637555 -0.970208475851528 0.0760597035323144 0.0115978815156769 0.000605391034475982 -0.985079528209607 -0.974767418296943 -0.987089270655022 -0.0261358948101502 -0.0712391608165939 0.0929021004263319 -0.971163048558952 -0.964286889956332 -0.966800998296943 -0.0984163965537118 -0.0404991424547162 -0.0572463431948908 -0.979733385152838 -0.986631049650655 -0.985315982969432 -0.963091566200873 -0.959342028689956 -0.963091566200873 -0.959342028689956 -0.984760182925764 -0.981468242663755 -0.946074118427948 -0.948456676593886 -0.986798340480349 -0.982926329344978 -0.980119543406114 -0.962610193755459 -0.973927438689956 -0.975536100524018 -0.95620995860262 -0.961083546157205 -0.178752355890044 0.0920913602799127 0.113638124126114 -0.985027201877729 -0.974685849213974 -0.984731153624454 -0.986532299912664 -0.976812107729258 -0.988099376069869 0.141742681148035 -0.0349967918713537 0.0574530202246594 -0.968208581921397 -0.971783138209607 -0.969301056026201 -0.972562374847162 -0.960756813449782 -0.969120713842795 -0.00624949955947598 -0.275009311842358 -0.0645119317558952 -0.968013668471616 -0.96053359650655 0.0444643079675808 -0.981145612052402 -0.980715198515284 0.254849197622707 -0.962936618733624 -0.948639089650655 -0.111872870110917 -0.984275908864629 -0.982193442358079 0.0683437320489083 0.00807681743157205 -0.000611772551703057 0.0126161298944978 0.0172715901048035 -0.072614508558952 -0.15340335428821 -0.315802918449782
20 "MOVING" 0.265396855120773 -0.0158103863983092 -0.104214740510145 -0.970640916231884 -0.923902100386473 -0.937755165410628 0.460911015222222 0.199608011859903 0.230236672720145 -0.965673911449275 -0.966593953381643 -0.951534367661836 0.0800569091835749 0.00639253087951691 -0.00267161962552174 -0.974846091304348 -0.960456921594203 -0.973101942995169 -0.0277319292985024 -0.0767416535768599 0.0884110046560386 -0.94740844884058 -0.944505628695652 -0.940970408164251 -0.099283183294686 -0.0409646172874396 -0.0531652936376812 -0.961645878695652 -0.968990767149758 -0.971060257439614 -0.944671227101449 -0.928776671545894 -0.944671227101449 -0.928776671545894 -0.972900023285024 -0.963022528599034 -0.926717928357488 -0.913651921062802 -0.971869608019324 -0.959857101256039 -0.969323906280193 -0.935322761111111 -0.950845882463768 -0.971431311690821 -0.922820262463768 -0.935451697874396 -0.115557499978261 0.0304535863942029 0.0900875032342995 -0.974837983140097 -0.960651384251208 -0.96916734178744 -0.977217897584541 -0.963249118550725 -0.975731670917874 0.116516718361932 -0.144177873184879 -0.0447536156033816 -0.94273823294686 -0.948386434057971 -0.944016669613527 -0.949640106425121 -0.942945239903382 -0.945560412898551 -0.150874058785507 -0.25308246633913 -0.126314917227053 -0.939797087487923 -0.933779547603865 0.0470475387482609 -0.963159797922705 -0.96198894647343 0.157378497455072 -0.93271440173913 -0.917092746280193 -0.15965682748599 -0.961353138502415 -0.960519279323672 0.0610266935244444 0.0149039552423671 0.0156803938830435 0.0107728719951691 -0.0214371313657005 -0.295661897826087 -0.10090556242657 -0.146035654471401
21 "MOVING" 0.275223142200758 -0.0165501289063258 -0.108503615628788 -0.975754673901515 -0.955649565681818 -0.950292016590909 0.540300105969697 0.0947755807007576 0.180426342931818 -0.973521826742424 -0.980283394469697 -0.958686485227273 0.0777735809344697 0.0113776236739629 -0.00591647443632576 -0.983694596136364 -0.971389681742424 -0.982528375757576 -0.0232636687568409 -0.0847061884633712 0.0893625495416667 -0.975249062916667 -0.961241393181818 -0.972514658030303 -0.10021440582803 -0.0380392479915682 -0.0555952894586742 -0.981891117045455 -0.982738279431818 -0.984002327613636 -0.961807121098485 -0.956750610340909 -0.961807121098485 -0.956750610340909 -0.981104709469697 -0.978776473674242 -0.9545195125 -0.955113012575758 -0.984275897159091 -0.982786175871212 -0.978841391098485 -0.95914492125 -0.964192954356061 -0.975049271098485 -0.955952788143939 -0.946426577121212 -0.176613582121076 0.0974549073519167 0.0595740113094318 -0.983492403636364 -0.971797928787879 -0.979902149128788 -0.985477659166667 -0.973069890378788 -0.983789900530303 0.161417363521515 -0.0516237843867424 0.00638135832155303 -0.971571977159091 -0.968106442462121 -0.972325319924242 -0.976576372159091 -0.958176749280303 -0.975146053977273 -0.0706596558034091 -0.274784931295871 0.070637158805303 -0.963422838825758 -0.959364340719697 0.0777549519356061 -0.978032287954545 -0.978712671439394 0.306159715413939 -0.965439904734849 -0.956248221628788 -0.103813349886364 -0.982938989507576 -0.983574383030303 0.202095395692652 0.0194137027004545 -0.00117340900984849 -0.00150918444583333 0.0280747964810606 -0.338044506931818 0.00616979049242424 -0.133366230621212
22 "MOVING" 0.277663402101523 -0.0141694802002538 -0.107370107541624 -0.969324438680203 -0.920940290280863 -0.934719915685279 0.416301567411168 0.224389906182741 0.391783610119797 -0.962867964568528 -0.961297346817766 -0.946793761477157 0.076970313177665 0.00484639877203046 -0.00770357881152284 -0.97560412751269 -0.957271906903553 -0.978135132182741 -0.0277577825314721 -0.0808784824218274 0.101769363784264 -0.951929439796954 -0.95910404751269 -0.946162034213198 -0.0988503846700508 -0.0405343224486294 -0.0583717850532995 -0.969210125583756 -0.981830747208122 -0.979279306142132 -0.94358787893401 -0.923846599305584 -0.94358787893401 -0.923846599305584 -0.975234734974619 -0.96226867177665 -0.933083811472081 -0.919457877918782 -0.981904344771574 -0.972330876192893 -0.970058396903553 -0.931100500304568 -0.952754250558376 -0.969381458121827 -0.920653084142132 -0.930268904568528 -0.131173480134614 -0.00956120008532995 0.0334035707091371 -0.974876565685279 -0.956583421015228 -0.974433586345178 -0.978813968121827 -0.961472142791878 -0.980619775279188 0.167026569889594 -0.141406926231472 -0.00450857157106599 -0.949264445583756 -0.964869528527919 -0.950713014010152 -0.95348244071066 -0.956582666192893 -0.949931391725888 -0.180216960810609 -0.258095205932995 -0.0708712425969543 -0.940140205482234 -0.927270484568528 -0.00431494866917767 -0.96369199857868 -0.959546156395939 0.175787009121827 -0.943437584670051 -0.919242072639594 -0.204995965445178 -0.974354749847716 -0.971519037461929 0.0112830570081218 0.0106039765147208 0.0190924620254315 0.0315536835898477 0.00036058296497462 -0.241107419238579 -0.0892382996304568 -0.285337099617259
23 "MOVING" 0.275075844543269 -0.0176771512024038 -0.106183054290913 -0.976213657548077 -0.956942380240385 -0.936786985009615 0.471347287307692 0.153187656925962 0.265529815870385 -0.971895739807692 -0.9763041425 -0.949839519375 0.0784924366826923 0.0120882282994952 -0.00439147375991346 -0.984720230961538 -0.980779385865385 -0.978205849182692 -0.0300786069336058 -0.0800606940617788 0.0862648165144231 -0.968339688173077 -0.951935521778846 -0.968969305 -0.0990304639230769 -0.0407259610721154 -0.0553273739817308 -0.981693115769231 -0.977590927067308 -0.989340402355769 -0.954908600432692 -0.945085747740385 -0.954908600432692 -0.945085747740385 -0.982768891586538 -0.978548209711538 -0.941633216586538 -0.939687342644231 -0.982530019807692 -0.977713675865385 -0.979805173942308 -0.966428255096154 -0.955340449134615 -0.975248734278846 -0.954759249182692 -0.932282774355769 -0.133200264561442 0.0654251922621875 0.129936470301394 -0.984708919807692 -0.980662731009615 -0.975038633846154 -0.986163595817308 -0.982388594519231 -0.980001118990385 0.230484654147115 -0.00903416026326923 0.0579074447192308 -0.968334549903846 -0.959891714615385 -0.972760794519231 -0.968898917163462 -0.948331344086538 -0.970779014375 -0.0267971064310096 -0.142652046254327 0.0914580156240385 -0.957393366923077 -0.947170530576923 0.0854968144802885 -0.978094927932692 -0.978069722740385 0.267806289533558 -0.954600366923077 -0.941187020288462 0.0365947474490385 -0.978450879951923 -0.978047325865385 0.1375469735625 0.0131076497923558 0.00152245065240385 0.0541716206293269 -0.0338121117024038 -0.322750966057692 -0.0269132188269231 -0.219265907620192
24 "MOVING" 0.275529452416268 -0.0150294307520957 -0.106196925712919 -0.981702778755981 -0.959113286650718 -0.953905264114833 0.494501492679426 0.265748502 0.253710471028708 -0.980422008899522 -0.978021668133971 -0.963175501100478 0.0772780809856459 0.00930503435596651 -0.00358297326741627 -0.98516882277512 -0.976652893875598 -0.981826790813397 -0.0257381642899522 -0.0801882697602871 0.0899961996985646 -0.977193701052632 -0.968354247894737 -0.974433144880383 -0.0991347159760766 -0.0406396112832536 -0.0553624848253589 -0.982308651866029 -0.98317959861244 -0.988552108947368 -0.963723846507177 -0.960458068564593 -0.963723846507177 -0.960458068564593 -0.982927029760766 -0.98072994 -0.957559009856459 -0.959987904784689 -0.985424791196172 -0.983025971483254 -0.983067094019139 -0.964436864162679 -0.965964412440191 -0.981423962440191 -0.958403900287081 -0.950726861291866 -0.109099001666029 0.0665212026229665 0.11572657048622 -0.985331827703349 -0.976432369808612 -0.979250662105263 -0.986394989808612 -0.978699139090909 -0.983031462200957 0.181943343802392 -0.0463964474453589 0.0551670824373206 -0.973580656220096 -0.972445468755981 -0.975390483205742 -0.978536339473684 -0.966441737942584 -0.976501608851675 -0.00871529852009569 -0.196626578497129 0.0524219453950239 -0.967456550813397 -0.962256210239234 0.0421488878311005 -0.979966904593301 -0.980711729617225 0.3315043247689 -0.968521302870813 -0.961587896842105 -0.0881624019726316 -0.983417779043062 -0.983509724880383 0.207094408299761 0.0168175532930144 0.00653027805645933 0.00277139612105263 -0.00881024692727273 -0.35636863937799 -0.12381708860622 -0.173093414067943
25 "MOVING" 0.268801951739623 -0.0167440283067453 -0.105522887273585 -0.963416631367925 -0.861896827877358 -0.879612057089623 0.431197738396226 0.221968505665094 0.302714465952972 -0.935507932735849 -0.859296114688679 -0.845157145372642 0.0795900229831604 0.0136038662618396 -0.0121051596233538 -0.984367246367924 -0.966367623726415 -0.980862203254717 -0.0181653604933962 -0.071997353589151 0.104020898882075 -0.948951065283019 -0.964300425566038 -0.951101089056604 -0.0993466677075472 -0.0413026522941038 -0.0551912658801887 -0.975254450188679 -0.983092636037736 -0.981792804622642 -0.830040520683962 -0.855818002688679 -0.830040520683962 -0.855818002688679 -0.978406115613208 -0.977247257075472 -0.9127262325 -0.927416261603774 -0.982203715849057 -0.980709864433962 -0.969509492877358 -0.899397569075472 -0.919918350235849 -0.961533444198113 -0.854283564367925 -0.869822516768396 -0.136602472782075 0.0111929292077359 0.09050325284 -0.984300861886792 -0.966876325330189 -0.977646167924528 -0.985938018584906 -0.968287020471698 -0.982769973867925 0.104897639034906 -0.146620543167311 0.0106832659515566 -0.947479986556604 -0.968996944575472 -0.956284818443396 -0.950133904811321 -0.962110283679245 -0.954240749622641 -0.0936894960089623 -0.261166950058491 -0.0612666477049528 -0.90258325709434 -0.857894716745283 0.0302397871887736 -0.976377627641509 -0.977416395849057 0.268819645171226 -0.951891721179245 -0.925895710188679 -0.202371535911887 -0.980969327830189 -0.981481239622642 0.135623802765566 0.0238333760391509 0.072185313765566 -0.00705418533113208 0.00265966365764151 -0.273477788632075 -0.108545145108491 -0.215576412382547
26 "MOVING" 0.270138077535526 -0.0142444444933772 -0.104116183320175 -0.980644597324561 -0.957756129605263 -0.965717048245614 0.374101339210526 0.29845628729386 0.341090656311404 -0.967169329868421 -0.967898449135965 -0.964124667061404 0.0794936628350877 0.00916823297403509 -0.00543082394607018 -0.990706297324561 -0.983201369342105 -0.988618010614035 -0.0263168540719298 -0.0826046276684211 0.100348448377193 -0.985198253947368 -0.978314252763158 -0.9701375225 -0.0988648079736842 -0.0402869518736842 -0.0576840180520965 -0.989159412280702 -0.990686308245614 -0.990612792807018 -0.965990211140351 -0.953296542614035 -0.965990211140351 -0.953296542614035 -0.989319077719298 -0.987302664868421 -0.958068577587719 -0.96437579622807 -0.99178836122807 -0.989487235657895 -0.982529158421053 -0.965419263859649 -0.975169177763158 -0.980012042807018 -0.956221976096491 -0.963087467061403 -0.0915177323114035 0.130760909846491 0.19759638871868 -0.990624769122807 -0.983165849210526 -0.986650771973684 -0.991679632631579 -0.984540620482456 -0.989192537719298 0.19297678503114 0.030567009489693 0.0843807129099561 -0.982814111315789 -0.9828994175 -0.971649345438596 -0.98601038995614 -0.976132822149123 -0.972389219035088 0.0335207939432895 -0.192130956349342 0.0766148279100439 -0.963935537763158 -0.954767336372807 0.144440114710965 -0.98722361131579 -0.98625762995614 0.304062892977193 -0.974403620833333 -0.964258483903509 -0.0732036914477193 -0.990131672324561 -0.989146169649123 0.21671328158114 -0.0017985186475 0.029100774624386 0.00429106067956141 -0.0135957664592105 -0.238206745083333 -0.154181914510965 -0.2300831995925
